Country;Year;Series;Value
Madagascar;2017;Population mid-year estimates for males (millions);12.7519
Madagascar;2017;Population mid-year estimates for females (millions);12.8187
Madagascar;2017;Sex ratio (males per 100 females);99.4788
Madagascar;2017;Population aged 0 to 14 years old (percentage);40.9723
Madagascar;2017;Population aged 60+ years old (percentage);4.7921
Madagascar;2017;Population density;43.9511
Madagascar;2017;Surface area (thousand km2);587.2950
Madagascar;2019;Population mid-year estimates (millions);26.9693
Madagascar;2019;Population mid-year estimates for males (millions);13.4529
Madagascar;2019;Population mid-year estimates for females (millions);13.5164
Madagascar;2019;Sex ratio (males per 100 females);99.5306
Madagascar;2019;Population aged 0 to 14 years old (percentage);40.3668
Madagascar;2019;Population aged 60+ years old (percentage);4.9353
Madagascar;2019;Population density;46.3553
Malawi;2005;Population mid-year estimates (millions);12.6260
Malawi;2005;Population mid-year estimates for males (millions);6.2146
Malawi;2005;Population mid-year estimates for females (millions);6.4114
Malawi;2005;Sex ratio (males per 100 females);96.9309
Malawi;2005;Population aged 0 to 14 years old (percentage);46.3809
Malawi;2005;Population aged 60+ years old (percentage);4.4883
Malawi;2005;Population density;133.9197
Malawi;2010;Population mid-year estimates (millions);14.5396
Malawi;2010;Population mid-year estimates for males (millions);7.1542
Malawi;2010;Population mid-year estimates for females (millions);7.3854
Malawi;2010;Sex ratio (males per 100 females);96.8691
Malawi;2010;Population aged 0 to 14 years old (percentage);46.3514
Malawi;2010;Population aged 60+ years old (percentage);4.1983
Malawi;2010;Population density;154.2174
Malawi;2017;Population mid-year estimates (millions);17.6702
Malawi;2017;Population mid-year estimates for males (millions);8.7096
Malawi;2017;Population mid-year estimates for females (millions);8.9606
Malawi;2017;Sex ratio (males per 100 females);97.1980
Malawi;2017;Population aged 0 to 14 years old (percentage);44.2969
Malawi;2017;Population aged 60+ years old (percentage);4.0517
Malawi;2017;Population density;187.4225
Malawi;2017;Surface area (thousand km2);118.4840
Malawi;2019;Population mid-year estimates (millions);18.6287
Malawi;2019;Population mid-year estimates for males (millions);9.1853
Malawi;2019;Population mid-year estimates for females (millions);9.4435
Malawi;2019;Sex ratio (males per 100 females);97.2659
Malawi;2019;Population aged 0 to 14 years old (percentage);43.4687
Malawi;2019;Population aged 60+ years old (percentage);4.0768
Malawi;2019;Population density;197.5896
Malaysia;2005;Population mid-year estimates (millions);25.6906
Malaysia;2005;Population mid-year estimates for males (millions);13.1681
Malaysia;2005;Population mid-year estimates for females (millions);12.5226
Malaysia;2005;Sex ratio (males per 100 females);105.1546
Malaysia;2005;Population aged 0 to 14 years old (percentage);30.4526
Malaysia;2005;Population aged 60+ years old (percentage);7.1000
Malaysia;2005;Population density;78.1939
Malaysia;2010;Population mid-year estimates (millions);28.2080
Malaysia;2010;Population mid-year estimates for males (millions);14.5501
Malaysia;2010;Population mid-year estimates for females (millions);13.6579
Malaysia;2010;Sex ratio (males per 100 females);106.5327
Malaysia;2010;Population aged 0 to 14 years old (percentage);27.9611
Malaysia;2010;Population aged 60+ years old (percentage);7.8732
Malaysia;2010;Population density;85.8561
Malaysia;2017;Population mid-year estimates (millions);31.1046
Malaysia;2017;Population mid-year estimates for males (millions);16.0003
Malaysia;2017;Population mid-year estimates for females (millions);15.1043
Malaysia;2017;Sex ratio (males per 100 females);105.9319
Malaysia;2017;Population aged 0 to 14 years old (percentage);24.3438
Malaysia;2017;Population aged 60+ years old (percentage);9.9357
Malaysia;2017;Population density;94.6725
Malaysia;2017;Surface area (thousand km2);330.3230
Malaysia;2019;Population mid-year estimates (millions);31.9498
Malaysia;2019;Population mid-year estimates for males (millions);16.4232
Malaysia;2019;Population mid-year estimates for females (millions);15.5266
Malaysia;2019;Sex ratio (males per 100 females);105.7742
Malaysia;2019;Population aged 0 to 14 years old (percentage);23.6950
Malaysia;2019;Population aged 60+ years old (percentage);10.6166
Malaysia;2019;Population density;97.2448
Maldives;2005;Population mid-year estimates (millions);0.3196
Maldives;2005;Population mid-year estimates for males (millions);0.1669
Maldives;2005;Population mid-year estimates for females (millions);0.1527
Maldives;2005;Sex ratio (males per 100 females);109.3622
Maldives;2005;Population aged 0 to 14 years old (percentage);31.4682
Maldives;2005;Population aged 60+ years old (percentage);6.5130
Maldives;2005;Population density;1065.3600
Maldives;2010;Population mid-year estimates (millions);0.3657
Maldives;2010;Population mid-year estimates for males (millions);0.1987
Maldives;2010;Population mid-year estimates for females (millions);0.1670
Maldives;2010;Sex ratio (males per 100 females);118.9620
Maldives;2010;Population aged 0 to 14 years old (percentage);25.2916
Maldives;2010;Population aged 60+ years old (percentage);6.1501
Maldives;2010;Population density;1219.1133
Maldives;2017;Population mid-year estimates (millions);0.4964
Maldives;2017;Population mid-year estimates for males (millions);0.3070
Maldives;2017;Population mid-year estimates for females (millions);0.1894
Maldives;2017;Sex ratio (males per 100 females);162.0552
Maldives;2017;Population aged 0 to 14 years old (percentage);20.3950
Maldives;2017;Population aged 60+ years old (percentage);5.8140
Maldives;2017;Population density;1654.6733
Maldives;2017;Surface area (thousand km2);0.3000
Maldives;2019;Population mid-year estimates (millions);0.5310
Maldives;2019;Population mid-year estimates for males (millions);0.3361
Maldives;2019;Population mid-year estimates for females (millions);0.1949
Maldives;2019;Sex ratio (males per 100 females);172.4435
Maldives;2019;Population aged 0 to 14 years old (percentage);19.9097
Maldives;2019;Population aged 60+ years old (percentage);5.7894
Maldives;2019;Population density;1769.8433
Mali;2005;Population mid-year estimates (millions);12.7755
Mali;2005;Population mid-year estimates for males (millions);6.3581
Mali;2005;Population mid-year estimates for females (millions);6.4174
Mali;2005;Sex ratio (males per 100 females);99.0763
Mali;2005;Population aged 0 to 14 years old (percentage);46.8694
Mali;2005;Population aged 60+ years old (percentage);4.5972
Mali;2005;Population density;10.4701
Mali;2010;Population mid-year estimates (millions);15.0494
Mali;2010;Population mid-year estimates for males (millions);7.5170
Mali;2010;Population mid-year estimates for females (millions);7.5323
Mali;2010;Sex ratio (males per 100 females);99.7968
Mali;2010;Population aged 0 to 14 years old (percentage);47.4888
Mali;2010;Population aged 60+ years old (percentage);4.1833
Mali;2010;Population density;12.3336
Mali;2017;Population mid-year estimates (millions);18.5124
Mali;2017;Population mid-year estimates for males (millions);9.2634
Mali;2017;Population mid-year estimates for females (millions);9.2490
Mali;2017;Sex ratio (males per 100 females);100.1554
Mali;2017;Population aged 0 to 14 years old (percentage);47.7228
Mali;2017;Population aged 60+ years old (percentage);3.9569
Mali;2017;Population density;15.1718
Mali;2017;Surface area (thousand km2);1240.1920
Mali;2019;Population mid-year estimates (millions);19.6580
Mali;2019;Population mid-year estimates for males (millions);9.8445
Mali;2019;Population mid-year estimates for females (millions);9.8135
Mali;2019;Sex ratio (males per 100 females);100.3164
Mali;2019;Population aged 0 to 14 years old (percentage);47.3047
Mali;2019;Population aged 60+ years old (percentage);3.8897
Mali;2019;Population density;16.1106
Malta;2005;Population mid-year estimates (millions);0.4047
Malta;2005;Population mid-year estimates for males (millions);0.2007
Malta;2005;Population mid-year estimates for females (millions);0.2040
Malta;2005;Sex ratio (males per 100 females);98.3924
Malta;2005;Population aged 0 to 14 years old (percentage);17.4335
Malta;2005;Population aged 60+ years old (percentage);18.8846
Malta;2005;Population density;1264.5406
Malta;2010;Population mid-year estimates (millions);0.4143
Malta;2010;Population mid-year estimates for males (millions);0.2056
Malta;2010;Population mid-year estimates for females (millions);0.2086
Malta;2010;Sex ratio (males per 100 females);98.5425
Malta;2010;Population aged 0 to 14 years old (percentage);14.9913
Malta;2010;Population aged 60+ years old (percentage);23.0014
Malta;2010;Population density;1294.5406
Malta;2017;Population mid-year estimates (millions);0.4379
Malta;2017;Population mid-year estimates for males (millions);0.2195
Malta;2017;Population mid-year estimates for females (millions);0.2185
Malta;2017;Sex ratio (males per 100 females);100.4554
Malta;2017;Population aged 0 to 14 years old (percentage);14.2298
Malta;2017;Population aged 60+ years old (percentage);26.5118
Malta;2017;Population density;1368.5406
Malta;2017;Surface area (thousand km2);0.3154
Malta;2019;Population mid-year estimates (millions);0.4404
Malta;2019;Population mid-year estimates for males (millions);0.2208
Malta;2019;Population mid-year estimates for females (millions);0.2196
Malta;2019;Sex ratio (males per 100 females);100.5415
Malta;2019;Population aged 0 to 14 years old (percentage);14.3288
Malta;2019;Population aged 60+ years old (percentage);27.6348
Malta;2019;Population density;1376.1625
Marshall Islands;2004;Population mid-year estimates (millions);0.0521
Marshall Islands;2004;Sex ratio (males per 100 females);104.0466
Marshall Islands;2004;Population aged 0 to 14 years old (percentage);40.5700
Marshall Islands;2004;Population aged 60+ years old (percentage);3.6105
Marshall Islands;2004;Population density;289.3000
Marshall Islands;2005;Population mid-year estimates (millions);0.0521
Marshall Islands;2005;Population density;289.1944
Marshall Islands;2010;Population mid-year estimates (millions);0.0524
Marshall Islands;2010;Sex ratio (males per 100 females);105.2188
Marshall Islands;2010;Population aged 0 to 14 years old (percentage);40.9483
Marshall Islands;2010;Population aged 60+ years old (percentage);4.4821
Marshall Islands;2010;Population density;291.2500
Marshall Islands;2016;Population mid-year estimates (millions);0.0531
Marshall Islands;2016;Sex ratio (males per 100 females);104.4610
Marshall Islands;2016;Population aged 0 to 14 years old (percentage);38.9725
Marshall Islands;2016;Population aged 60+ years old (percentage);5.4975
Marshall Islands;2016;Population density;294.8111
Marshall Islands;2017;Population mid-year estimates (millions);0.0531
Marshall Islands;2017;Population density;295.1500
Marshall Islands;2017;Surface area (thousand km2);0.1810
Marshall Islands;2019;Population mid-year estimates (millions);0.0588
Marshall Islands;2019;Population density;326.6167
Martinique;2005;Population mid-year estimates (millions);0.3972
Martinique;2005;Population mid-year estimates for males (millions);0.1851
Martinique;2005;Population mid-year estimates for females (millions);0.2121
Martinique;2005;Sex ratio (males per 100 females);87.3101
Martinique;2005;Population aged 0 to 14 years old (percentage);21.0861
Martinique;2005;Population aged 60+ years old (percentage);17.9788
Martinique;2005;Population density;374.7075
Martinique;2010;Population mid-year estimates (millions);0.3947
Martinique;2010;Population mid-year estimates for males (millions);0.1822
Martinique;2010;Population mid-year estimates for females (millions);0.2124
Martinique;2010;Sex ratio (males per 100 females);85.7838
Martinique;2010;Population aged 0 to 14 years old (percentage);19.5154
Martinique;2010;Population aged 60+ years old (percentage);20.6216
Martinique;2010;Population density;372.3236
Martinique;2017;Population mid-year estimates (millions);0.3759
Martinique;2017;Population mid-year estimates for males (millions);0.1737
Martinique;2017;Population mid-year estimates for females (millions);0.2023
Martinique;2017;Sex ratio (males per 100 females);85.8690
Martinique;2017;Population aged 0 to 14 years old (percentage);16.4509
Martinique;2017;Population aged 60+ years old (percentage);26.8896
Martinique;2017;Population density;354.6679
Martinique;2017;Surface area (thousand km2);1.1280
Martinique;2019;Population mid-year estimates (millions);0.3756
Martinique;2019;Population mid-year estimates for males (millions);0.1730
Martinique;2019;Population mid-year estimates for females (millions);0.2026
Martinique;2019;Sex ratio (males per 100 females);85.3824
Martinique;2019;Population aged 0 to 14 years old (percentage);15.9857
Martinique;2019;Population aged 60+ years old (percentage);28.3783
Martinique;2019;Population density;354.2962
Mauritania;2005;Population mid-year estimates (millions);3.0242
Mauritania;2005;Population mid-year estimates for males (millions);1.5081
Mauritania;2005;Population mid-year estimates for females (millions);1.5161
Mauritania;2005;Sex ratio (males per 100 females);99.4693
Mauritania;2005;Population aged 0 to 14 years old (percentage);42.2289
Mauritania;2005;Population aged 60+ years old (percentage);4.9000
Mauritania;2005;Population density;2.9341
Mauritania;2010;Population mid-year estimates (millions);3.4942
